spent-media,temp(G),species,od,time point,,
SP03_02,21,control(SP03_02),0.120333333,51,,
SP03_02,21,control(SP03_02),0.120166667,63,,
SP03_02,21,control(SP03_02),0.119666667,69,,
SP03_02,21,control(SP03_02),0.12,75,,
SP03_02,21,control(SP03_02),0.120166667,87,,
SP03_02,21,control(SP03_02),0.121,93,,
SP03_02,21,control(SP03_02),0.121166667,111,,
SP03_02,21,control(SP03_02),0.121,117,,
SP03_02,21,control(SP03_02),0.120666667,123,,
SP03_02,25,control(SP03_02),0.117833333,0,,
SP03_02,25,control(SP03_02),0.153666667,14,,
SP03_02,25,control(SP03_02),0.140833333,20,,
SP03_02,25,control(SP03_02),0.147333333,26,,
SP03_02,25,control(SP03_02),0.128333333,38,,
SP03_02,25,control(SP03_02),0.137666667,44,,
SP03_02,25,control(SP03_02),0.217,50,,
SP03_02,25,control(SP03_02),0.119833333,62,,
SP03_02,25,control(SP03_02),0.136333333,68,,
SP03_02,25,control(SP03_02),0.139,74,,
SP03_02,25,control(SP03_02),0.124166667,86,,
SP03_02,25,control(SP03_02),0.122666667,92,,
SP03_02,25,control(SP03_02),0.139333333,110,,
SP03_02,25,control(SP03_02),0.120666667,116,,
SP03_02,25,control(SP03_02),0.120666667,122,,
SP03_02,28,control(SP03_02),0.121833333,0,,
SP03_02,28,control(SP03_02),0.140333333,13,,
SP03_02,28,control(SP03_02),0.122666667,19,,
SP03_02,28,control(SP03_02),0.131833333,25,,
SP03_02,28,control(SP03_02),0.134666667,37,,
SP03_02,28,control(SP03_02),0.141666667,43,,
SP03_02,28,control(SP03_02),0.144833333,49,,
SP03_02,28,control(SP03_02),0.120333333,61,,
SP03_02,28,control(SP03_02),0.120333333,67,,
SP03_02,28,control(SP03_02),0.1575,73,,
SP03_02,28,control(SP03_02),0.121166667,85,,
SP03_02,28,control(SP03_02),0.122166667,91,,
SP03_02,28,control(SP03_02),0.122333333,109,,
SP03_02,28,control(SP03_02),0.1235,115,,
SP03_02,28,control(SP03_02),0.122666667,121,,
SP03_19,12,S18(SP03_19),0.0127,0,,
SP03_19,12,S18(SP03_19),0.0617,17,,
SP03_19,12,S18(SP03_19),0.0959,23,,
SP03_19,12,S18(SP03_19),0.1958,29,,
SP03_19,12,S18(SP03_19),0.2495,41,,
SP03_19,12,S18(SP03_19),0.2627,47,,
SP03_19,12,S18(SP03_19),0.2641,53,,
SP03_19,12,S18(SP03_19),0.2797,65,,
SP03_19,12,S18(SP03_19),0.2325,71,,
SP03_19,12,S18(SP03_19),0.21405,77,,
SP03_19,12,S18(SP03_19),0.22375,89,,
SP03_19,12,S18(SP03_19),0.21995,95,,
SP03_19,12,S18(SP03_19),0.2164,101,,
SP03_19,12,S18(SP03_19),0.2137,113,,
SP03_19,12,S18(SP03_19),0.2145,119,,
SP03_19,12,S18(SP03_19),0.2187,125,,
SP03_19,15,S18(SP03_19),0.001833333,0,,
SP03_19,15,S18(SP03_19),0.0175,16,,
SP03_19,15,S18(SP03_19),0.044583333,22,,
SP03_19,15,S18(SP03_19),0.09725,28,,
SP03_19,15,S18(SP03_19),0.2355,40,,
SP03_19,15,S18(SP03_19),0.25925,46,,
SP03_19,15,S18(SP03_19),0.27025,52,,
SP03_19,15,S18(SP03_19),0.321083333,64,,
SP03_19,15,S18(SP03_19),0.261333333,70,,
SP03_19,15,S18(SP03_19),0.238666667,76,,
SP03_19,15,S18(SP03_19),0.251916667,88,,
SP03_19,15,S18(SP03_19),0.240416667,94,,
SP03_19,15,S18(SP03_19),0.268083333,112,,
SP03_19,15,S18(SP03_19),0.24275,118,,
SP03_19,15,S18(SP03_19),0.224916667,124,,
SP03_19,18,S18(SP03_19),-0.0025,0,,
SP03_19,18,S18(SP03_19),0.024166667,15,,
SP03_19,18,S18(SP03_19),0.046416667,21,,
SP03_19,18,S18(SP03_19),0.071166667,27,,
SP03_19,18,S18(SP03_19),0.1245,39,,
SP03_19,18,S18(SP03_19),0.14075,45,,
SP03_19,18,S18(SP03_19),0.12825,51,,
SP03_19,18,S18(SP03_19),0.127833333,63,,
SP03_19,18,S18(SP03_19),0.127583333,69,,
SP03_19,18,S18(SP03_19),0.12425,75,,
SP03_19,18,S18(SP03_19),0.132416667,87,,
SP03_19,18,S18(SP03_19),0.133,93,,
SP03_19,18,S18(SP03_19),0.113,111,,
SP03_19,18,S18(SP03_19),0.117833333,117,,
SP03_19,18,S18(SP03_19),0.12175,123,,
SP03_19,21,S18(SP03_19),0.002733333,0,,
SP03_19,21,S18(SP03_19),0.030266667,15,,
SP03_19,21,S18(SP03_19),0.078566667,21,,
SP03_19,21,S18(SP03_19),0.102666667,27,,
SP03_19,21,S18(SP03_19),0.159266667,39,,
SP03_19,21,S18(SP03_19),0.201,45,,
SP03_19,21,S18(SP03_19),0.202766667,51,,
SP03_19,21,S18(SP03_19),0.217766667,63,,
SP03_19,21,S18(SP03_19),0.206633333,69,,
SP03_19,21,S18(SP03_19),0.205066667,75,,
SP03_19,21,S18(SP03_19),0.2413,87,,
SP03_19,21,S18(SP03_19),0.234733333,93,,
SP03_19,21,S18(SP03_19),0.290366667,111,,
SP03_19,21,S18(SP03_19),0.214466667,117,,
SP03_19,21,S18(SP03_19),0.1989,123,,
SP03_19,25,S18(SP03_19),0.003033333,0,,
SP03_19,25,S18(SP03_19),0.0292,14,,
SP03_19,25,S18(SP03_19),0.090866667,20,,
SP03_19,25,S18(SP03_19),0.118566667,26,,
SP03_19,25,S18(SP03_19),0.2036,38,,
SP03_19,25,S18(SP03_19),0.198666667,44,,
SP03_19,25,S18(SP03_19),0.203033333,50,,
SP03_19,25,S18(SP03_19),0.228933333,62,,
SP03_19,25,S18(SP03_19),0.253166667,68,,
SP03_19,25,S18(SP03_19),0.2379,74,,
SP03_19,25,S18(SP03_19),0.232133333,86,,
SP03_19,25,S18(SP03_19),0.241166667,92,,
SP03_19,25,S18(SP03_19),0.252266667,110,,
SP03_19,25,S18(SP03_19),0.248133333,116,,
SP03_19,25,S18(SP03_19),0.235066667,122,,
SP03_19,28,S18(SP03_19),0.0065,0,,
SP03_19,28,S18(SP03_19),0.0275,13,,
SP03_19,28,S18(SP03_19),0.056,19,,
SP03_19,28,S18(SP03_19),0.079833333,25,,
SP03_19,28,S18(SP03_19),0.120666667,37,,
SP03_19,28,S18(SP03_19),0.1265,43,,
SP03_19,28,S18(SP03_19),0.142666667,49,,
SP03_19,28,S18(SP03_19),0.14,61,,
SP03_19,28,S18(SP03_19),0.139666667,67,,
SP03_19,28,S18(SP03_19),0.146333333,73,,
SP03_19,28,S18(SP03_19),0.174166667,85,,
SP03_19,28,S18(SP03_19),0.167666667,91,,
SP03_19,28,S18(SP03_19),0.179333333,109,,
SP03_19,28,S18(SP03_19),0.170166667,115,,
SP03_19,28,S18(SP03_19),0.164666667,121,,
SP03_19,12,S56(SP03_19),-0.0032,0,,
SP03_19,12,S56(SP03_19),0.001633333,17,,
SP03_19,12,S56(SP03_19),0.011633333,23,,
SP03_19,12,S56(SP03_19),0.0312,29,,
SP03_19,12,S56(SP03_19),0.1003,41,,
SP03_19,12,S56(SP03_19),0.1763,47,,
SP03_19,12,S56(SP03_19),0.2455,53,,
SP03_19,12,S56(SP03_19),0.298866667,65,,
SP03_19,12,S56(SP03_19),0.3065,71,,
SP03_19,12,S56(SP03_19),0.2568,77,,
SP03_19,12,S56(SP03_19),0.26,89,,
SP03_19,12,S56(SP03_19),0.221366667,95,,
SP03_19,12,S56(SP03_19),0.21857,101,,
SP03_19,12,S56(SP03_19),0.201866667,113,,
SP03_19,12,S56(SP03_19),0.203666667,119,,
SP03_19,12,S56(SP03_19),0.2022,125,,
SP03_19,15,S56(SP03_19),0.0055,0,,
SP03_19,15,S56(SP03_19),0.013666667,16,,
SP03_19,15,S56(SP03_19),0.030666667,22,,
SP03_19,15,S56(SP03_19),0.065,28,,
SP03_19,15,S56(SP03_19),0.1875,40,,
SP03_19,15,S56(SP03_19),0.2605,46,,
SP03_19,15,S56(SP03_19),0.3035,52,,
SP03_19,15,S56(SP03_19),0.3605,64,,
SP03_19,15,S56(SP03_19),0.3095,70,,
SP03_19,15,S56(SP03_19),0.295333333,76,,
SP03_19,15,S56(SP03_19),0.304,88,,
SP03_19,15,S56(SP03_19),0.3005,94,,
SP03_19,15,S56(SP03_19),0.325666667,112,,
SP03_19,15,S56(SP03_19),0.304833333,118,,
SP03_19,15,S56(SP03_19),0.293833333,124,,
SP03_19,18,S56(SP03_19),0.0025,0,,
SP03_19,18,S56(SP03_19),0.018416667,15,,
SP03_19,18,S56(SP03_19),0.049666667,21,,
SP03_19,18,S56(SP03_19),0.088166667,27,,
SP03_19,18,S56(SP03_19),0.128,39,,
SP03_19,18,S56(SP03_19),0.14575,45,,
SP03_19,18,S56(SP03_19),0.1465,51,,
SP03_19,18,S56(SP03_19),0.183833333,63,,
SP03_19,18,S56(SP03_19),0.188083333,69,,
SP03_19,18,S56(SP03_19),0.1915,75,,
SP03_19,18,S56(SP03_19),0.222916667,87,,
SP03_19,18,S56(SP03_19),0.225,93,,
SP03_19,18,S56(SP03_19),0.19125,111,,
SP03_19,18,S56(SP03_19),0.213833333,117,,
SP03_19,18,S56(SP03_19),0.22175,123,,
SP03_19,21,S56(SP03_19),0.002533333,0,,
SP03_19,21,S56(SP03_19),0.025066667,15,,
SP03_19,21,S56(SP03_19),0.088766667,21,,
SP03_19,21,S56(SP03_19),0.118467,27,,
SP03_19,21,S56(SP03_19),0.164067,39,,
SP03_19,21,S56(SP03_19),0.1978,45,,
SP03_19,21,S56(SP03_19),0.221567,51,,
SP03_19,21,S56(SP03_19),0.248966667,63,,
SP03_19,21,S56(SP03_19),0.237833333,69,,
SP03_19,21,S56(SP03_19),0.240066667,75,,
SP03_19,21,S56(SP03_19),0.2919,87,,
SP03_19,21,S56(SP03_19),0.295533333,93,,
SP03_19,21,S56(SP03_19),0.350166667,111,,
SP03_19,21,S56(SP03_19),0.285266667,117,,
SP03_19,21,S56(SP03_19),0.2777,123,,
SP03_19,25,S56(SP03_19),0.007033333,0,,
SP03_19,25,S56(SP03_19),0.0976,14,,
SP03_19,25,S56(SP03_19),0.164066667,20,,
SP03_19,25,S56(SP03_19),0.167366667,26,,
SP03_19,25,S56(SP03_19),0.2408,38,,
SP03_19,25,S56(SP03_19),0.260466667,44,,
SP03_19,25,S56(SP03_19),0.267033333,50,,
SP03_19,25,S56(SP03_19),0.298133333,62,,
SP03_19,25,S56(SP03_19),0.339566667,68,,
SP03_19,25,S56(SP03_19),0.3305,74,,
SP03_19,25,S56(SP03_19),0.340933333,86,,
SP03_19,25,S56(SP03_19),0.355366667,92,,
SP03_19,25,S56(SP03_19),0.386266667,110,,
SP03_19,25,S56(SP03_19),0.391133333,116,,
SP03_19,25,S56(SP03_19),0.390866667,122,,
SP03_19,28,S56(SP03_19),0.006166667,0,,
SP03_19,28,S56(SP03_19),0.0445,13,,
SP03_19,28,S56(SP03_19),0.084166667,19,,
SP03_19,28,S56(SP03_19),0.0985,25,,
SP03_19,28,S56(SP03_19),0.1365,37,,
SP03_19,28,S56(SP03_19),0.144666667,43,,
SP03_19,28,S56(SP03_19),0.159166667,49,,
SP03_19,28,S56(SP03_19),0.163166667,61,,
SP03_19,28,S56(SP03_19),0.172166667,67,,
SP03_19,28,S56(SP03_19),0.171333333,73,,
SP03_19,28,S56(SP03_19),0.191,85,,
SP03_19,28,S56(SP03_19),0.204166667,91,,
SP03_19,28,S56(SP03_19),0.212,109,,
SP03_19,28,S56(SP03_19),0.2025,115,,
SP03_19,28,S56(SP03_19),0.189166667,121,,
SP03_19,12,BB19_16(SP03_19),0.0069,0,,
SP03_19,12,BB19_16(SP03_19),0.04505,17,,
SP03_19,12,BB19_16(SP03_19),0.04555,23,,
SP03_19,12,BB19_16(SP03_19),0.03145,29,,
SP03_19,12,BB19_16(SP03_19),0.0383,41,,
SP03_19,12,BB19_16(SP03_19),0.0373,47,,
SP03_19,12,BB19_16(SP03_19),0.0395,53,,
SP03_19,12,BB19_16(SP03_19),0.04595,65,,
SP03_19,12,BB19_16(SP03_19),0.03675,71,,
SP03_19,12,BB19_16(SP03_19),0.04455,77,,
SP03_19,12,BB19_16(SP03_19),0.06275,89,,
SP03_19,12,BB19_16(SP03_19),0.0677,95,,
SP03_19,12,BB19_16(SP03_19),0.07163,101,,
SP03_19,12,BB19_16(SP03_19),0.0777,113,,
SP03_19,12,BB19_16(SP03_19),0.08975,119,,
SP03_19,12,BB19_16(SP03_19),0.0967,125,,
SP03_19,15,BB19_16(SP03_19),0.003033333,0,,
SP03_19,15,BB19_16(SP03_19),0.0091,16,,
SP03_19,15,BB19_16(SP03_19),0.011833333,22,,
SP03_19,15,BB19_16(SP03_19),0.0099,28,,
SP03_19,15,BB19_16(SP03_19),0.0166,40,,
SP03_19,15,BB19_16(SP03_19),0.015,46,,
SP03_19,15,BB19_16(SP03_19),0.0132,52,,
SP03_19,15,BB19_16(SP03_19),0.017833333,64,,
SP03_19,15,BB19_16(SP03_19),0.018633333,70,,
SP03_19,15,BB19_16(SP03_19),0.017966667,76,,
SP03_19,15,BB19_16(SP03_19),0.021966667,88,,
SP03_19,15,BB19_16(SP03_19),0.017366667,94,,
SP03_19,15,BB19_16(SP03_19),0.020533333,112,,
SP03_19,15,BB19_16(SP03_19),0.0169,118,,
SP03_19,15,BB19_16(SP03_19),0.016466667,124,,
SP03_19,18,BB19_16(SP03_19),0.0073,0,,
SP03_19,18,BB19_16(SP03_19),0.023066667,15,,
SP03_19,18,BB19_16(SP03_19),0.027766667,21,,
SP03_19,18,BB19_16(SP03_19),0.028766667,27,,
SP03_19,18,BB19_16(SP03_19),0.0328,39,,
SP03_19,18,BB19_16(SP03_19),0.0285,45,,
SP03_19,18,BB19_16(SP03_19),0.0257,51,,
SP03_19,18,BB19_16(SP03_19),0.032933333,63,,
SP03_19,18,BB19_16(SP03_19),0.031933333,69,,
SP03_19,18,BB19_16(SP03_19),0.031,75,,
SP03_19,18,BB19_16(SP03_19),0.032066667,87,,
SP03_19,18,BB19_16(SP03_19),0.0281,93,,
SP03_19,18,BB19_16(SP03_19),0.0227,111,,
SP03_19,18,BB19_16(SP03_19),0.025633333,117,,
SP03_19,18,BB19_16(SP03_19),0.0256,123,,
SP03_19,21,BB19_16(SP03_19),0.003166667,0,,
SP03_19,21,BB19_16(SP03_19),0.028,15,,
SP03_19,21,BB19_16(SP03_19),0.044333333,21,,
SP03_19,21,BB19_16(SP03_19),0.053,27,,
SP03_19,21,BB19_16(SP03_19),0.080666667,39,,
SP03_19,21,BB19_16(SP03_19),0.0965,45,,
SP03_19,21,BB19_16(SP03_19),0.115,51,,
SP03_19,21,BB19_16(SP03_19),0.1245,63,,
SP03_19,21,BB19_16(SP03_19),0.1205,69,,
SP03_19,21,BB19_16(SP03_19),0.119666667,75,,
SP03_19,21,BB19_16(SP03_19),0.122666667,87,,
SP03_19,21,BB19_16(SP03_19),0.114666667,93,,
SP03_19,21,BB19_16(SP03_19),0.120166667,111,,
SP03_19,21,BB19_16(SP03_19),0.1135,117,,
SP03_19,21,BB19_16(SP03_19),0.108,123,,
SP03_19,25,BB19_16(SP03_19),0.002633333,0,,
SP03_19,25,BB19_16(SP03_19),0.011,14,,
SP03_19,25,BB19_16(SP03_19),0.024466667,20,,
SP03_19,25,BB19_16(SP03_19),0.022566667,26,,
SP03_19,25,BB19_16(SP03_19),0.0344,38,,
SP03_19,25,BB19_16(SP03_19),0.043866667,44,,
SP03_19,25,BB19_16(SP03_19),0.053833333,50,,
SP03_19,25,BB19_16(SP03_19),0.056533333,62,,
SP03_19,25,BB19_16(SP03_19),0.056566667,68,,
SP03_19,25,BB19_16(SP03_19),0.0519,74,,
SP03_19,25,BB19_16(SP03_19),0.045133333,86,,
SP03_19,25,BB19_16(SP03_19),0.055766667,92,,
SP03_19,25,BB19_16(SP03_19),0.060666667,110,,
SP03_19,25,BB19_16(SP03_19),0.058733333,116,,
SP03_19,25,BB19_16(SP03_19),0.046466667,122,,
SP03_19,28,BB19_16(SP03_19),0.001166667,0,,
SP03_19,28,BB19_16(SP03_19),0.025666667,13,,
SP03_19,28,BB19_16(SP03_19),0.032666667,19,,
SP03_19,28,BB19_16(SP03_19),0.038833333,25,,
SP03_19,28,BB19_16(SP03_19),0.052,37,,
SP03_19,28,BB19_16(SP03_19),0.051333333,43,,
SP03_19,28,BB19_16(SP03_19),0.052666667,49,,
SP03_19,28,BB19_16(SP03_19),0.0525,61,,
SP03_19,28,BB19_16(SP03_19),0.047833333,67,,
SP03_19,28,BB19_16(SP03_19),0.044666667,73,,
SP03_19,28,BB19_16(SP03_19),0.048666667,85,,
SP03_19,28,BB19_16(SP03_19),0.052666667,91,,
SP03_19,28,BB19_16(SP03_19),0.060666667,109,,
SP03_19,28,BB19_16(SP03_19),0.046,115,,
SP03_19,28,BB19_16(SP03_19),0.0385,121,,
SP03_19,12,WYC41_02(SP03_19),-0.004033333,0,,
SP03_19,12,WYC41_02(SP03_19),0.05955,17,,
SP03_19,12,WYC41_02(SP03_19),0.12455,23,,
SP03_19,12,WYC41_02(SP03_19),0.24545,29,,
SP03_19,12,WYC41_02(SP03_19),0.2303,41,,
SP03_19,12,WYC41_02(SP03_19),0.227633333,47,,
SP03_19,12,WYC41_02(SP03_19),0.22025,53,,
SP03_19,12,WYC41_02(SP03_19),0.21495,65,,
SP03_19,12,WYC41_02(SP03_19),0.20475,71,,
SP03_19,12,WYC41_02(SP03_19),0.20705,77,,
SP03_19,12,WYC41_02(SP03_19),0.22075,89,,
SP03_19,12,WYC41_02(SP03_19),0.22295,95,,
SP03_19,12,WYC41_02(SP03_19),0.22453,101,,
SP03_19,12,WYC41_02(SP03_19),0.20945,113,,
SP03_19,12,WYC41_02(SP03_19),0.2135,119,,
SP03_19,12,WYC41_02(SP03_19),0.213533333,125,,
SP03_19,15,WYC41_02(SP03_19),0.004033333,0,,
SP03_19,15,WYC41_02(SP03_19),0.1379,16,,
SP03_19,15,WYC41_02(SP03_19),0.236833333,22,,
SP03_19,15,WYC41_02(SP03_19),0.2215,28,,
SP03_19,15,WYC41_02(SP03_19),0.2354,40,,
SP03_19,15,WYC41_02(SP03_19),0.2188,46,,
SP03_19,15,WYC41_02(SP03_19),0.2198,52,,
SP03_19,15,WYC41_02(SP03_19),0.210083333,64,,
SP03_19,15,WYC41_02(SP03_19),0.210333333,70,,
SP03_19,15,WYC41_02(SP03_19),0.215166667,76,,
SP03_19,15,WYC41_02(SP03_19),0.249916667,88,,
SP03_19,15,WYC41_02(SP03_19),0.243166667,94,,
SP03_19,15,WYC41_02(SP03_19),0.299583333,112,,
SP03_19,15,WYC41_02(SP03_19),0.2725,118,,
SP03_19,15,WYC41_02(SP03_19),0.269666667,124,,
SP03_19,18,WYC41_02(SP03_19),0.0015,0,,
SP03_19,18,WYC41_02(SP03_19),0.111666667,15,,
SP03_19,18,WYC41_02(SP03_19),0.130166667,21,,
SP03_19,18,WYC41_02(SP03_19),0.130766667,27,,
SP03_19,18,WYC41_02(SP03_19),0.1548,39,,
SP03_19,18,WYC41_02(SP03_19),0.1577,45,,
SP03_19,18,WYC41_02(SP03_19),0.1581,51,,
SP03_19,18,WYC41_02(SP03_19),0.173933333,63,,
SP03_19,18,WYC41_02(SP03_19),0.170733333,69,,
SP03_19,18,WYC41_02(SP03_19),0.17,75,,
SP03_19,18,WYC41_02(SP03_19),0.177066667,87,,
SP03_19,18,WYC41_02(SP03_19),0.1757,93,,
SP03_19,18,WYC41_02(SP03_19),0.1345,111,,
SP03_19,18,WYC41_02(SP03_19),0.152433333,117,,
SP03_19,18,WYC41_02(SP03_19),0.1588,123,,
SP03_19,21,WYC41_02(SP03_19),-0.002833333,0,,
SP03_19,21,WYC41_02(SP03_19),0.1125,15,,
SP03_19,21,WYC41_02(SP03_19),0.134333333,21,,
SP03_19,21,WYC41_02(SP03_19),0.148833333,27,,
SP03_19,21,WYC41_02(SP03_19),0.1825,39,,
SP03_19,21,WYC41_02(SP03_19),0.201833333,45,,
SP03_19,21,WYC41_02(SP03_19),0.192666667,51,,
SP03_19,21,WYC41_02(SP03_19),0.202666667,63,,
SP03_19,21,WYC41_02(SP03_19),0.188833333,69,,
SP03_19,21,WYC41_02(SP03_19),0.1755,75,,
SP03_19,21,WYC41_02(SP03_19),0.192833333,87,,
SP03_19,21,WYC41_02(SP03_19),0.186,93,,
SP03_19,21,WYC41_02(SP03_19),0.230833333,111,,
SP03_19,21,WYC41_02(SP03_19),0.1775,117,,
SP03_19,21,WYC41_02(SP03_19),0.157666667,123,,
SP03_19,25,WYC41_02(SP03_19),0.001333333,0,,
SP03_19,25,WYC41_02(SP03_19),0.087,14,,
SP03_19,25,WYC41_02(SP03_19),0.145416667,20,,
SP03_19,25,WYC41_02(SP03_19),0.166916667,26,,
SP03_19,25,WYC41_02(SP03_19),0.11775,38,,
SP03_19,25,WYC41_02(SP03_19),0.136916667,44,,
SP03_19,25,WYC41_02(SP03_19),0.163083333,50,,
SP03_19,25,WYC41_02(SP03_19),0.203833333,62,,
SP03_19,25,WYC41_02(SP03_19),0.218916667,68,,
SP03_19,25,WYC41_02(SP03_19),0.22525,74,,
SP03_19,25,WYC41_02(SP03_19),0.262083333,86,,
SP03_19,25,WYC41_02(SP03_19),0.268416667,92,,
SP03_19,25,WYC41_02(SP03_19),0.293416667,110,,
SP03_19,25,WYC41_02(SP03_19),0.285083333,116,,
SP03_19,25,WYC41_02(SP03_19),0.265666667,122,,
SP03_19,28,WYC41_02(SP03_19),-0.002566667,0,,
SP03_19,28,WYC41_02(SP03_19),0.0081,13,,
SP03_19,28,WYC41_02(SP03_19),0.038466667,19,,
SP03_19,28,WYC41_02(SP03_19),0.090833333,25,,
SP03_19,28,WYC41_02(SP03_19),0.179733333,37,,
SP03_19,28,WYC41_02(SP03_19),0.188,43,,
SP03_19,28,WYC41_02(SP03_19),0.208,49,,
SP03_19,28,WYC41_02(SP03_19),0.239233333,61,,
SP03_19,28,WYC41_02(SP03_19),0.234066667,67,,
SP03_19,28,WYC41_02(SP03_19),0.2464,73,,
SP03_19,28,WYC41_02(SP03_19),0.2683,85,,
SP03_19,28,WYC41_02(SP03_19),0.281666667,91,,
SP03_19,28,WYC41_02(SP03_19),0.2824,109,,
SP03_19,28,WYC41_02(SP03_19),0.2878,115,,
SP03_19,28,WYC41_02(SP03_19),0.2802,121,,
SP03_19,12,WYM25_02(SP03_19),0.003133333,0,,
SP03_19,12,WYM25_02(SP03_19),0.0168,17,,
SP03_19,12,WYM25_02(SP03_19),0.0258,23,,
SP03_19,12,WYM25_02(SP03_19),0.02945,29,,
SP03_19,12,WYM25_02(SP03_19),0.1123,41,,
SP03_19,12,WYM25_02(SP03_19),0.17605,47,,
SP03_19,12,WYM25_02(SP03_19),0.2095,53,,
SP03_19,12,WYM25_02(SP03_19),0.2072,65,,
SP03_19,12,WYM25_02(SP03_19),0.1975,71,,
SP03_19,12,WYM25_02(SP03_19),0.18955,77,,
SP03_19,12,WYM25_02(SP03_19),0.21425,89,,
SP03_19,12,WYM25_02(SP03_19),0.2092,95,,
SP03_19,12,WYM25_02(SP03_19),0.19923,101,,
SP03_19,12,WYM25_02(SP03_19),0.19395,113,,
SP03_19,12,WYM25_02(SP03_19),0.2025,119,,
SP03_19,12,WYM25_02(SP03_19),0.20695,125,,
SP03_19,15,WYM25_02(SP03_19),-0.000916667,0,,
SP03_19,15,WYM25_02(SP03_19),0.009,16,,
SP03_19,15,WYM25_02(SP03_19),0.012833333,22,,
SP03_19,15,WYM25_02(SP03_19),0.034,28,,
SP03_19,15,WYM25_02(SP03_19),0.216,40,,
SP03_19,15,WYM25_02(SP03_19),0.22475,46,,
SP03_19,15,WYM25_02(SP03_19),0.21375,52,,
SP03_19,15,WYM25_02(SP03_19),0.211083333,64,,
SP03_19,15,WYM25_02(SP03_19),0.220083333,70,,
SP03_19,15,WYM25_02(SP03_19),0.213666667,76,,
SP03_19,15,WYM25_02(SP03_19),0.222166667,88,,
SP03_19,15,WYM25_02(SP03_19),0.218416667,94,,
SP03_19,15,WYM25_02(SP03_19),0.252083333,112,,
SP03_19,15,WYM25_02(SP03_19),0.2315,118,,
SP03_19,15,WYM25_02(SP03_19),0.234916667,124,,
SP03_19,18,WYM25_02(SP03_19),0.0045,0,,
SP03_19,18,WYM25_02(SP03_19),0.111466667,15,,
SP03_19,18,WYM25_02(SP03_19),0.143766667,21,,
SP03_19,18,WYM25_02(SP03_19),0.132166667,27,,
SP03_19,18,WYM25_02(SP03_19),0.1468,39,,
SP03_19,18,WYM25_02(SP03_19),0.1475,45,,
SP03_19,18,WYM25_02(SP03_19),0.1469,51,,
SP03_19,18,WYM25_02(SP03_19),0.154933333,63,,
SP03_19,18,WYM25_02(SP03_19),0.153133333,69,,
SP03_19,18,WYM25_02(SP03_19),0.1518,75,,
SP03_19,18,WYM25_02(SP03_19),0.145266667,87,,
SP03_19,18,WYM25_02(SP03_19),0.1389,93,,
SP03_19,18,WYM25_02(SP03_19),0.1355,111,,
SP03_19,18,WYM25_02(SP03_19),0.144033333,117,,
SP03_19,18,WYM25_02(SP03_19),0.1526,123,,
SP03_19,21,WYM25_02(SP03_19),0.004833333,0,,
SP03_19,21,WYM25_02(SP03_19),0.117833333,15,,
SP03_19,21,WYM25_02(SP03_19),0.133166667,21,,
SP03_19,21,WYM25_02(SP03_19),0.1445,27,,
SP03_19,21,WYM25_02(SP03_19),0.1735,39,,
SP03_19,21,WYM25_02(SP03_19),0.193166667,45,,
SP03_19,21,WYM25_02(SP03_19),0.182333333,51,,
SP03_19,21,WYM25_02(SP03_19),0.189,63,,
SP03_19,21,WYM25_02(SP03_19),0.173166667,69,,
SP03_19,21,WYM25_02(SP03_19),0.163833333,75,,
SP03_19,21,WYM25_02(SP03_19),0.179833333,87,,
SP03_19,21,WYM25_02(SP03_19),0.1855,93,,
SP03_19,21,WYM25_02(SP03_19),0.218333333,111,,
SP03_19,21,WYM25_02(SP03_19),0.179666667,117,,
SP03_19,21,WYM25_02(SP03_19),0.166833333,123,,
SP03_19,25,WYM25_02(SP03_19),0.000633333,0,,
SP03_19,25,WYM25_02(SP03_19),0.0946,14,,
SP03_19,25,WYM25_02(SP03_19),0.160466667,20,,
SP03_19,25,WYM25_02(SP03_19),0.143366667,26,,
SP03_19,25,WYM25_02(SP03_19),0.1264,38,,
SP03_19,25,WYM25_02(SP03_19),0.152866667,44,,
SP03_19,25,WYM25_02(SP03_19),0.172033333,50,,
SP03_19,25,WYM25_02(SP03_19),0.228133333,62,,
SP03_19,25,WYM25_02(SP03_19),0.249966667,68,,
SP03_19,25,WYM25_02(SP03_19),0.2673,74,,
SP03_19,25,WYM25_02(SP03_19),0.307133333,86,,
SP03_19,25,WYM25_02(SP03_19),0.335166667,92,,
SP03_19,25,WYM25_02(SP03_19),0.368066667,110,,
SP03_19,25,WYM25_02(SP03_19),0.363333333,116,,
SP03_19,25,WYM25_02(SP03_19),0.358466667,122,,
SP03_19,28,WYM25_02(SP03_19),-0.000666667,0,,
SP03_19,28,WYM25_02(SP03_19),0.027833333,13,,
SP03_19,28,WYM25_02(SP03_19),0.063,19,,
SP03_19,28,WYM25_02(SP03_19),0.132,25,,
SP03_19,28,WYM25_02(SP03_19),0.175666667,37,,
SP03_19,28,WYM25_02(SP03_19),0.18,43,,
SP03_19,28,WYM25_02(SP03_19),0.1845,49,,
SP03_19,28,WYM25_02(SP03_19),0.2025,61,,
SP03_19,28,WYM25_02(SP03_19),0.216,67,,
SP03_19,28,WYM25_02(SP03_19),0.227833333,73,,
SP03_19,28,WYM25_02(SP03_19),0.252166667,85,,
SP03_19,28,WYM25_02(SP03_19),0.262,91,,
