spent-media,temp(G),species,od,time point,,
BB13_09,28,control(BB13_09),0.120833333,91,,
BB13_09,28,control(BB13_09),0.122833333,109,,
BB13_09,28,control(BB13_09),0.118833333,115,,
BB13_09,28,control(BB13_09),0.122833333,121,,
BB19_16,12,S18(BB19_16),0.002333333,0,,
BB19_16,12,S18(BB19_16),0.009333333,17,,
BB19_16,12,S18(BB19_16),0.017166667,23,,
BB19_16,12,S18(BB19_16),0.034,29,,
BB19_16,12,S18(BB19_16),0.114333333,41,,
BB19_16,12,S18(BB19_16),0.157333333,47,,
BB19_16,12,S18(BB19_16),0.219666667,53,,
BB19_16,12,S18(BB19_16),0.235166667,65,,
BB19_16,12,S18(BB19_16),0.240333333,71,,
BB19_16,12,S18(BB19_16),0.232166667,77,,
BB19_16,12,S18(BB19_16),0.2115,89,,
BB19_16,12,S18(BB19_16),0.211666667,95,,
BB19_16,12,S18(BB19_16),0.2505,113,,
BB19_16,12,S18(BB19_16),0.231333333,119,,
BB19_16,12,S18(BB19_16),0.221666667,125,,
BB19_16,15,S18(BB19_16),0.002,0,,
BB19_16,15,S18(BB19_16),0.020166667,16,,
BB19_16,15,S18(BB19_16),0.027333333,22,,
BB19_16,15,S18(BB19_16),0.041166667,28,,
BB19_16,15,S18(BB19_16),0.0785,40,,
BB19_16,15,S18(BB19_16),0.092166667,46,,
BB19_16,15,S18(BB19_16),0.117333333,52,,
BB19_16,15,S18(BB19_16),0.1675,64,,
BB19_16,15,S18(BB19_16),0.1995,70,,
BB19_16,15,S18(BB19_16),0.228333333,76,,
BB19_16,15,S18(BB19_16),0.297333333,88,,
BB19_16,15,S18(BB19_16),0.288,94,,
BB19_16,15,S18(BB19_16),0.266833333,112,,
BB19_16,15,S18(BB19_16),0.255,118,,
BB19_16,15,S18(BB19_16),0.255416667,124,,
BB19_16,18,S18(BB19_16),-0.001916667,0,,
BB19_16,18,S18(BB19_16),0.012583333,15,,
BB19_16,18,S18(BB19_16),0.021916667,21,,
BB19_16,18,S18(BB19_16),0.03325,27,,
BB19_16,18,S18(BB19_16),0.07175,39,,
BB19_16,18,S18(BB19_16),0.092916667,45,,
BB19_16,18,S18(BB19_16),0.114,51,,
BB19_16,18,S18(BB19_16),0.160416667,63,,
BB19_16,18,S18(BB19_16),0.1845,69,,
BB19_16,18,S18(BB19_16),0.198916667,75,,
BB19_16,18,S18(BB19_16),0.23325,87,,
BB19_16,18,S18(BB19_16),0.24925,93,,
BB19_16,18,S18(BB19_16),0.30075,111,,
BB19_16,18,S18(BB19_16),0.306333333,117,,
BB19_16,18,S18(BB19_16),0.2935,123,,
BB19_16,21,S18(BB19_16),0.004916667,0,,
BB19_16,21,S18(BB19_16),0.033,15,,
BB19_16,21,S18(BB19_16),0.059583333,21,,
BB19_16,21,S18(BB19_16),0.096,27,,
BB19_16,21,S18(BB19_16),0.148666667,39,,
BB19_16,21,S18(BB19_16),0.186416667,45,,
BB19_16,21,S18(BB19_16),0.18875,51,,
BB19_16,21,S18(BB19_16),0.25225,63,,
BB19_16,21,S18(BB19_16),0.25025,69,,
BB19_16,21,S18(BB19_16),0.257166667,75,,
BB19_16,21,S18(BB19_16),0.311916667,87,,
BB19_16,21,S18(BB19_16),0.305916667,93,,
BB19_16,21,S18(BB19_16),0.3195,111,,
BB19_16,21,S18(BB19_16),0.28925,117,,
BB19_16,21,S18(BB19_16),0.265833333,123,,
BB19_16,25,S18(BB19_16),0.006166667,0,,
BB19_16,25,S18(BB19_16),0.019833333,14,,
BB19_16,25,S18(BB19_16),0.047666667,20,,
BB19_16,25,S18(BB19_16),0.083333333,26,,
BB19_16,25,S18(BB19_16),0.104,38,,
BB19_16,25,S18(BB19_16),0.178833333,44,,
BB19_16,25,S18(BB19_16),0.182166667,50,,
BB19_16,25,S18(BB19_16),0.2415,62,,
BB19_16,25,S18(BB19_16),0.248166667,68,,
BB19_16,25,S18(BB19_16),0.236833333,74,,
BB19_16,25,S18(BB19_16),0.254,86,,
BB19_16,25,S18(BB19_16),0.241333333,92,,
BB19_16,25,S18(BB19_16),0.169333333,110,,
BB19_16,25,S18(BB19_16),0.211166667,116,,
BB19_16,25,S18(BB19_16),0.1985,122,,
BB19_16,12,S56(BB19_16),0.003916667,0,,
BB19_16,12,S56(BB19_16),0.018416667,17,,
BB19_16,12,S56(BB19_16),0.035,23,,
BB19_16,12,S56(BB19_16),0.059,29,,
BB19_16,12,S56(BB19_16),0.181916667,41,,
BB19_16,12,S56(BB19_16),0.2035,47,,
BB19_16,12,S56(BB19_16),0.245666667,53,,
BB19_16,12,S56(BB19_16),0.270333333,65,,
BB19_16,12,S56(BB19_16),0.271333333,71,,
BB19_16,12,S56(BB19_16),0.271,77,,
BB19_16,12,S56(BB19_16),0.26175,89,,
BB19_16,12,S56(BB19_16),0.25725,95,,
BB19_16,12,S56(BB19_16),0.276,113,,
BB19_16,12,S56(BB19_16),0.262333333,119,,
BB19_16,12,S56(BB19_16),0.246166667,125,,
BB19_16,15,S56(BB19_16),0,0,,
BB19_16,15,S56(BB19_16),0.01,16,,
BB19_16,15,S56(BB19_16),0.017166667,22,,
BB19_16,15,S56(BB19_16),0.030666667,28,,
BB19_16,15,S56(BB19_16),0.052666667,40,,
BB19_16,15,S56(BB19_16),0.063833333,46,,
BB19_16,15,S56(BB19_16),0.079166667,52,,
BB19_16,15,S56(BB19_16),0.109833333,64,,
BB19_16,15,S56(BB19_16),0.133166667,70,,
BB19_16,15,S56(BB19_16),0.149666667,76,,
BB19_16,15,S56(BB19_16),0.203833333,88,,
BB19_16,15,S56(BB19_16),0.229833333,94,,
BB19_16,15,S56(BB19_16),0.294,112,,
BB19_16,15,S56(BB19_16),0.316333333,118,,
BB19_16,15,S56(BB19_16),0.3335,124,,
BB19_16,18,S56(BB19_16),-0.001083333,0,,
BB19_16,18,S56(BB19_16),0.01425,15,,
BB19_16,18,S56(BB19_16),0.028416667,21,,
BB19_16,18,S56(BB19_16),0.046583333,27,,
BB19_16,18,S56(BB19_16),0.082416667,39,,
BB19_16,18,S56(BB19_16),0.107916667,45,,
BB19_16,18,S56(BB19_16),0.134833333,51,,
BB19_16,18,S56(BB19_16),0.14235,63,,
BB19_16,18,S56(BB19_16),0.161,69,,
BB19_16,18,S56(BB19_16),0.15045,75,,
BB19_16,18,S56(BB19_16),0.16205,87,,
BB19_16,18,S56(BB19_16),0.16685,93,,
BB19_16,18,S56(BB19_16),0.16835,111,,
BB19_16,18,S56(BB19_16),0.1647,117,,
BB19_16,18,S56(BB19_16),0.16235,123,,
BB19_16,21,S56(BB19_16),-0.000333333,0,,
BB19_16,21,S56(BB19_16),0.0225,15,,
BB19_16,21,S56(BB19_16),0.043583333,21,,
BB19_16,21,S56(BB19_16),0.0735,27,,
BB19_16,21,S56(BB19_16),0.125666667,39,,
BB19_16,21,S56(BB19_16),0.162416667,45,,
BB19_16,21,S56(BB19_16),0.16875,51,,
BB19_16,21,S56(BB19_16),0.20125,63,,
BB19_16,21,S56(BB19_16),0.217,69,,
BB19_16,21,S56(BB19_16),0.228416667,75,,
BB19_16,21,S56(BB19_16),0.211666667,87,,
BB19_16,21,S56(BB19_16),0.226166667,93,,
BB19_16,21,S56(BB19_16),0.195,111,,
BB19_16,21,S56(BB19_16),0.20375,117,,
BB19_16,21,S56(BB19_16),0.203833333,123,,
BB19_16,25,S56(BB19_16),0.012333333,0,,
BB19_16,25,S56(BB19_16),0.084666667,14,,
BB19_16,25,S56(BB19_16),0.1385,20,,
BB19_16,25,S56(BB19_16),0.183833333,26,,
BB19_16,25,S56(BB19_16),0.205666667,38,,
BB19_16,25,S56(BB19_16),0.28,44,,
BB19_16,25,S56(BB19_16),0.291,50,,
BB19_16,25,S56(BB19_16),0.320166667,62,,
BB19_16,25,S56(BB19_16),0.319833333,68,,
BB19_16,25,S56(BB19_16),0.300833333,74,,
BB19_16,25,S56(BB19_16),0.307666667,86,,
BB19_16,25,S56(BB19_16),0.301,92,,
BB19_16,25,S56(BB19_16),0.244,110,,
BB19_16,25,S56(BB19_16),0.278166667,116,,
BB19_16,25,S56(BB19_16),0.264166667,122,,
BB19_16,12,BB19_16(BB19_16),0.004,0,,
BB19_16,12,BB19_16(BB19_16),0.058166667,17,,
BB19_16,12,BB19_16(BB19_16),0.095833333,23,,
BB19_16,12,BB19_16(BB19_16),0.127333333,29,,
BB19_16,12,BB19_16(BB19_16),0.168166667,41,,
BB19_16,12,BB19_16(BB19_16),0.1885,47,,
BB19_16,12,BB19_16(BB19_16),0.198833333,53,,
BB19_16,12,BB19_16(BB19_16),0.2335,65,,
BB19_16,12,BB19_16(BB19_16),0.221,71,,
BB19_16,12,BB19_16(BB19_16),0.210333333,77,,
BB19_16,12,BB19_16(BB19_16),0.211,89,,
BB19_16,12,BB19_16(BB19_16),0.202666667,95,,
BB19_16,12,BB19_16(BB19_16),0.2075,113,,
BB19_16,12,BB19_16(BB19_16),0.1985,119,,
BB19_16,12,BB19_16(BB19_16),0.196,125,,
BB19_16,15,BB19_16(BB19_16),0.0005,0,,
BB19_16,15,BB19_16(BB19_16),0.033,16,,
BB19_16,15,BB19_16(BB19_16),0.0455,22,,
BB19_16,15,BB19_16(BB19_16),0.053666667,28,,
BB19_16,15,BB19_16(BB19_16),0.0765,40,,
BB19_16,15,BB19_16(BB19_16),0.075166667,46,,
BB19_16,15,BB19_16(BB19_16),0.079,52,,
BB19_16,15,BB19_16(BB19_16),0.096166667,64,,
BB19_16,15,BB19_16(BB19_16),0.096,70,,
BB19_16,15,BB19_16(BB19_16),0.098666667,76,,
BB19_16,15,BB19_16(BB19_16),0.115166667,88,,
BB19_16,15,BB19_16(BB19_16),0.113666667,94,,
BB19_16,15,BB19_16(BB19_16),0.137,112,,
BB19_16,15,BB19_16(BB19_16),0.130333333,118,,
BB19_16,15,BB19_16(BB19_16),0.134,124,,
BB19_16,18,BB19_16(BB19_16),0.003083333,0,,
BB19_16,18,BB19_16(BB19_16),0.048916667,15,,
BB19_16,18,BB19_16(BB19_16),0.052083333,21,,
BB19_16,18,BB19_16(BB19_16),0.07825,27,,
BB19_16,18,BB19_16(BB19_16),0.140083333,39,,
BB19_16,18,BB19_16(BB19_16),0.157416667,45,,
BB19_16,18,BB19_16(BB19_16),0.174833333,51,,
BB19_16,18,BB19_16(BB19_16),0.174416667,63,,
BB19_16,18,BB19_16(BB19_16),0.167833333,69,,
BB19_16,18,BB19_16(BB19_16),0.16475,75,,
BB19_16,18,BB19_16(BB19_16),0.16975,87,,
BB19_16,18,BB19_16(BB19_16),0.16125,93,,
BB19_16,18,BB19_16(BB19_16),0.168583333,111,,
BB19_16,18,BB19_16(BB19_16),0.156666667,117,,
BB19_16,18,BB19_16(BB19_16),0.15375,123,,
BB19_16,21,BB19_16(BB19_16),0.005166667,0,,
BB19_16,21,BB19_16(BB19_16),0.056666667,15,,
BB19_16,21,BB19_16(BB19_16),0.062833333,21,,
BB19_16,21,BB19_16(BB19_16),0.091333333,27,,
BB19_16,21,BB19_16(BB19_16),0.1545,39,,
BB19_16,21,BB19_16(BB19_16),0.163666667,45,,
BB19_16,21,BB19_16(BB19_16),0.171,51,,
BB19_16,21,BB19_16(BB19_16),0.177,63,,
BB19_16,21,BB19_16(BB19_16),0.171166667,69,,
BB19_16,21,BB19_16(BB19_16),0.1665,75,,
BB19_16,21,BB19_16(BB19_16),0.1755,87,,
BB19_16,21,BB19_16(BB19_16),0.164,93,,
BB19_16,21,BB19_16(BB19_16),0.174333333,111,,
BB19_16,21,BB19_16(BB19_16),0.1575,117,,
BB19_16,21,BB19_16(BB19_16),0.153833333,123,,
BB19_16,25,BB19_16(BB19_16),0.003833333,0,,
BB19_16,25,BB19_16(BB19_16),0.044166667,14,,
BB19_16,25,BB19_16(BB19_16),0.068333333,20,,
BB19_16,25,BB19_16(BB19_16),0.103,26,,
BB19_16,25,BB19_16(BB19_16),0.111333333,38,,
BB19_16,25,BB19_16(BB19_16),0.157166667,44,,
BB19_16,25,BB19_16(BB19_16),0.156833333,50,,
BB19_16,25,BB19_16(BB19_16),0.157333333,62,,
BB19_16,25,BB19_16(BB19_16),0.158166667,68,,
BB19_16,25,BB19_16(BB19_16),0.143,74,,
BB19_16,25,BB19_16(BB19_16),0.252833333,86,,
BB19_16,25,BB19_16(BB19_16),0.106833333,92,,
BB19_16,25,BB19_16(BB19_16),0.105333333,110,,
BB19_16,25,BB19_16(BB19_16),0.101,116,,
BB19_16,25,BB19_16(BB19_16),0.118166667,122,,
BB19_16,12,WYC41_02(BB19_16),0.000833333,0,,
BB19_16,12,WYC41_02(BB19_16),0.108666667,17,,
BB19_16,12,WYC41_02(BB19_16),0.212,23,,
BB19_16,12,WYC41_02(BB19_16),0.217666667,29,,
BB19_16,12,WYC41_02(BB19_16),0.197166667,41,,
BB19_16,12,WYC41_02(BB19_16),0.187166667,47,,
BB19_16,12,WYC41_02(BB19_16),0.1885,53,,
BB19_16,12,WYC41_02(BB19_16),0.192,65,,
BB19_16,12,WYC41_02(BB19_16),0.188666667,71,,
BB19_16,12,WYC41_02(BB19_16),0.186,77,,
BB19_16,12,WYC41_02(BB19_16),0.218666667,89,,
BB19_16,12,WYC41_02(BB19_16),0.2185,95,,
BB19_16,12,WYC41_02(BB19_16),0.248666667,113,,
BB19_16,12,WYC41_02(BB19_16),0.223333333,119,,
BB19_16,12,WYC41_02(BB19_16),0.213666667,125,,
BB19_16,15,WYC41_02(BB19_16),-0.0015,0,,
BB19_16,15,WYC41_02(BB19_16),0.098166667,16,,
BB19_16,15,WYC41_02(BB19_16),0.171666667,22,,
BB19_16,15,WYC41_02(BB19_16),0.1895,28,,
BB19_16,15,WYC41_02(BB19_16),0.216333333,40,,
BB19_16,15,WYC41_02(BB19_16),0.207833333,46,,
BB19_16,15,WYC41_02(BB19_16),0.202166667,52,,
BB19_16,15,WYC41_02(BB19_16),0.195666667,64,,
BB19_16,15,WYC41_02(BB19_16),0.195,70,,
BB19_16,15,WYC41_02(BB19_16),0.191,76,,
BB19_16,15,WYC41_02(BB19_16),0.185333333,88,,
BB19_16,15,WYC41_02(BB19_16),0.1875,94,,
BB19_16,15,WYC41_02(BB19_16),0.215666667,112,,
BB19_16,15,WYC41_02(BB19_16),0.2115,118,,
BB19_16,15,WYC41_02(BB19_16),0.220666667,124,,
BB19_16,18,WYC41_02(BB19_16),0.00405,0,,
BB19_16,18,WYC41_02(BB19_16),0.10775,15,,
BB19_16,18,WYC41_02(BB19_16),0.15755,21,,
BB19_16,18,WYC41_02(BB19_16),0.14305,27,,
BB19_16,18,WYC41_02(BB19_16),0.12425,39,,
BB19_16,18,WYC41_02(BB19_16),0.11485,45,,
BB19_16,18,WYC41_02(BB19_16),0.12,51,,
BB19_16,18,WYC41_02(BB19_16),0.12535,63,,
BB19_16,18,WYC41_02(BB19_16),0.1352,69,,
BB19_16,18,WYC41_02(BB19_16),0.14105,75,,
BB19_16,18,WYC41_02(BB19_16),0.16265,87,,
BB19_16,18,WYC41_02(BB19_16),0.15905,93,,
BB19_16,18,WYC41_02(BB19_16),0.17875,111,,
BB19_16,18,WYC41_02(BB19_16),0.1639,117,,
BB19_16,18,WYC41_02(BB19_16),0.15215,123,,
BB19_16,21,WYC41_02(BB19_16),0.001866667,0,,
BB19_16,21,WYC41_02(BB19_16),0.1319,15,,
BB19_16,21,WYC41_02(BB19_16),0.144633333,21,,
BB19_16,21,WYC41_02(BB19_16),0.1416,27,,
BB19_16,21,WYC41_02(BB19_16),0.124466667,39,,
BB19_16,21,WYC41_02(BB19_16),0.123066667,45,,
BB19_16,21,WYC41_02(BB19_16),0.1333,51,,
BB19_16,21,WYC41_02(BB19_16),0.1519,63,,
BB19_16,21,WYC41_02(BB19_16),0.1533,69,,
BB19_16,21,WYC41_02(BB19_16),0.150466667,75,,
BB19_16,21,WYC41_02(BB19_16),0.159266667,87,,
BB19_16,21,WYC41_02(BB19_16),0.153466667,93,,
BB19_16,21,WYC41_02(BB19_16),0.1565,111,,
BB19_16,21,WYC41_02(BB19_16),0.1395,117,,
BB19_16,21,WYC41_02(BB19_16),0.128633333,123,,
BB19_16,25,WYC41_02(BB19_16),0.006,0,,
BB19_16,25,WYC41_02(BB19_16),0.125833333,14,,
BB19_16,25,WYC41_02(BB19_16),0.149833333,20,,
BB19_16,25,WYC41_02(BB19_16),0.153166667,26,,
BB19_16,25,WYC41_02(BB19_16),0.136,38,,
BB19_16,25,WYC41_02(BB19_16),0.1295,44,,
BB19_16,25,WYC41_02(BB19_16),0.111,50,,
BB19_16,25,WYC41_02(BB19_16),0.122333333,62,,
BB19_16,25,WYC41_02(BB19_16),0.134,68,,
BB19_16,25,WYC41_02(BB19_16),0.137166667,74,,
BB19_16,25,WYC41_02(BB19_16),0.168333333,86,,
BB19_16,25,WYC41_02(BB19_16),0.179833333,92,,
BB19_16,25,WYC41_02(BB19_16),0.238333333,110,,
BB19_16,25,WYC41_02(BB19_16),0.236666667,116,,
BB19_16,25,WYC41_02(BB19_16),0.25,122,,
BB19_16,12,WYM25_02(BB19_16),0.001566667,0,,
BB19_16,12,WYM25_02(BB19_16),0.010266667,17,,
BB19_16,12,WYM25_02(BB19_16),0.0314,23,,
BB19_16,12,WYM25_02(BB19_16),0.0946,29,,
BB19_16,12,WYM25_02(BB19_16),0.248366667,41,,
BB19_16,12,WYM25_02(BB19_16),0.2449,47,,
BB19_16,12,WYM25_02(BB19_16),0.261766667,53,,
BB19_16,12,WYM25_02(BB19_16),0.221433333,65,,
BB19_16,12,WYM25_02(BB19_16),0.217033333,71,,
BB19_16,12,WYM25_02(BB19_16),0.2187,77,,
BB19_16,12,WYM25_02(BB19_16),0.221,89,,
BB19_16,12,WYM25_02(BB19_16),0.2276,95,,
BB19_16,12,WYM25_02(BB19_16),0.2199,113,,
BB19_16,12,WYM25_02(BB19_16),0.224333333,119,,
BB19_16,12,WYM25_02(BB19_16),0.228166667,125,,
BB19_16,15,WYM25_02(BB19_16),0.000833333,0,,
BB19_16,15,WYM25_02(BB19_16),0.020833333,16,,
BB19_16,15,WYM25_02(BB19_16),0.0645,22,,
BB19_16,15,WYM25_02(BB19_16),0.13,28,,
BB19_16,15,WYM25_02(BB19_16),0.2225,40,,
BB19_16,15,WYM25_02(BB19_16),0.262333333,46,,
BB19_16,15,WYM25_02(BB19_16),0.208666667,52,,
BB19_16,15,WYM25_02(BB19_16),0.2375,64,,
BB19_16,15,WYM25_02(BB19_16),0.252,70,,
BB19_16,15,WYM25_02(BB19_16),0.263333333,76,,
BB19_16,15,WYM25_02(BB19_16),0.305,88,,
BB19_16,15,WYM25_02(BB19_16),0.315833333,94,,
BB19_16,15,WYM25_02(BB19_16),0.3745,112,,
BB19_16,15,WYM25_02(BB19_16),0.377333333,118,,
BB19_16,15,WYM25_02(BB19_16),0.385166667,124,,
BB19_16,18,WYM25_02(BB19_16),-0.00225,0,,
BB19_16,18,WYM25_02(BB19_16),0.098,15,,
BB19_16,18,WYM25_02(BB19_16),0.137,21,,
BB19_16,18,WYM25_02(BB19_16),0.14225,27,,
BB19_16,18,WYM25_02(BB19_16),0.14525,39,,
BB19_16,18,WYM25_02(BB19_16),0.1025,45,,
BB19_16,18,WYM25_02(BB19_16),0.1385,51,,
BB19_16,18,WYM25_02(BB19_16),0.1355,63,,
BB19_16,18,WYM25_02(BB19_16),0.137,69,,
BB19_16,18,WYM25_02(BB19_16),0.13775,75,,
BB19_16,18,WYM25_02(BB19_16),0.1385,87,,
BB19_16,18,WYM25_02(BB19_16),0.1395,93,,
BB19_16,18,WYM25_02(BB19_16),0.14975,111,,
BB19_16,18,WYM25_02(BB19_16),0.1535,117,,
BB19_16,18,WYM25_02(BB19_16),0.157,123,,
BB19_16,21,WYM25_02(BB19_16),-0.000733333,0,,
BB19_16,21,WYM25_02(BB19_16),0.1211,15,,
BB19_16,21,WYM25_02(BB19_16),0.139433333,21,,
BB19_16,21,WYM25_02(BB19_16),0.152,27,,
BB19_16,21,WYM25_02(BB19_16),0.138866667,39,,
BB19_16,21,WYM25_02(BB19_16),0.137466667,45,,
BB19_16,21,WYM25_02(BB19_16),0.1359,51,,
BB19_16,21,WYM25_02(BB19_16),0.1489,63,,
BB19_16,21,WYM25_02(BB19_16),0.1525,69,,
BB19_16,21,WYM25_02(BB19_16),0.155066667,75,,
BB19_16,21,WYM25_02(BB19_16),0.173266667,87,,
BB19_16,21,WYM25_02(BB19_16),0.163066667,93,,
BB19_16,21,WYM25_02(BB19_16),0.1785,111,,
BB19_16,21,WYM25_02(BB19_16),0.1563,117,,
BB19_16,21,WYM25_02(BB19_16),0.145433333,123,,
BB19_16,25,WYM25_02(BB19_16),0.0045,0,,
BB19_16,25,WYM25_02(BB19_16),0.130166667,14,,
BB19_16,25,WYM25_02(BB19_16),0.136166667,20,,
BB19_16,25,WYM25_02(BB19_16),0.153916667,26,,
BB19_16,25,WYM25_02(BB19_16),0.142416667,38,,
BB19_16,25,WYM25_02(BB19_16),0.139,44,,
BB19_16,25,WYM25_02(BB19_16),0.148333333,50,,
BB19_16,25,WYM25_02(BB19_16),0.197083333,62,,
BB19_16,25,WYM25_02(BB19_16),0.198333333,68,,
BB19_16,25,WYM25_02(BB19_16),0.196666667,74,,
BB19_16,25,WYM25_02(BB19_16),0.225666667,86,,
BB19_16,25,WYM25_02(BB19_16),0.232,92,,
BB19_16,25,WYM25_02(BB19_16),0.261,110,,
BB19_16,25,WYM25_02(BB19_16),0.266,116,,
BB19_16,25,WYM25_02(BB19_16),0.271666667,122,,
BB19_16,12,WYM25_03(BB19_16),-0.002333333,0,,
BB19_16,12,WYM25_03(BB19_16),0.040666667,17,,
BB19_16,12,WYM25_03(BB19_16),0.09675,23,,
BB19_16,12,WYM25_03(BB19_16),0.22425,29,,
BB19_16,12,WYM25_03(BB19_16),0.192166667,41,,
BB19_16,12,WYM25_03(BB19_16),0.17625,47,,
BB19_16,12,WYM25_03(BB19_16),0.167666667,53,,
BB19_16,12,WYM25_03(BB19_16),0.173083333,65,,
BB19_16,12,WYM25_03(BB19_16),0.169083333,71,,
BB19_16,12,WYM25_03(BB19_16),0.1675,77,,
BB19_16,12,WYM25_03(BB19_16),0.1785,89,,
BB19_16,12,WYM25_03(BB19_16),0.18475,95,,
BB19_16,12,WYM25_03(BB19_16),0.224,113,,
BB19_16,12,WYM25_03(BB19_16),0.224083333,119,,
BB19_16,12,WYM25_03(BB19_16),0.226166667,125,,
BB19_16,15,WYM25_03(BB19_16),-0.002833333,0,,
BB19_16,15,WYM25_03(BB19_16),0.094333333,16,,
BB19_16,15,WYM25_03(BB19_16),0.1625,22,,
BB19_16,15,WYM25_03(BB19_16),0.191166667,28,,
BB19_16,15,WYM25_03(BB19_16),0.223,40,,
BB19_16,15,WYM25_03(BB19_16),0.215333333,46,,
BB19_16,15,WYM25_03(BB19_16),0.206333333,52,,
BB19_16,15,WYM25_03(BB19_16),0.195333333,64,,
BB19_16,15,WYM25_03(BB19_16),0.193666667,70,,
BB19_16,15,WYM25_03(BB19_16),0.190166667,76,,
BB19_16,15,WYM25_03(BB19_16),0.191166667,88,,
BB19_16,15,WYM25_03(BB19_16),0.195,94,,
BB19_16,15,WYM25_03(BB19_16),0.196,112,,
BB19_16,15,WYM25_03(BB19_16),0.194333333,118,,
BB19_16,15,WYM25_03(BB19_16),0.198,124,,
BB19_16,18,WYM25_03(BB19_16),-0.003916667,0,,
BB19_16,18,WYM25_03(BB19_16),-0.003916667,15,,
BB19_16,18,WYM25_03(BB19_16),-0.003583333,21,,
BB19_16,18,WYM25_03(BB19_16),-0.004083333,27,,
BB19_16,18,WYM25_03(BB19_16),-0.003583333,39,,
BB19_16,18,WYM25_03(BB19_16),-0.00375,45,,
BB19_16,18,WYM25_03(BB19_16),-0.002333333,51,,
BB19_16,18,WYM25_03(BB19_16),-0.002916667,63,,
BB19_16,18,WYM25_03(BB19_16),-0.003,69,,
BB19_16,18,WYM25_03(BB19_16),-0.002416667,75,,
BB19_16,18,WYM25_03(BB19_16),-0.002416667,87,,
BB19_16,18,WYM25_03(BB19_16),-0.00275,93,,
BB19_16,18,WYM25_03(BB19_16),-0.00325,111,,
BB19_16,18,WYM25_03(BB19_16),-0.002666667,117,,
BB19_16,18,WYM25_03(BB19_16),-0.00325,123,,
BB19_16,21,WYM25_03(BB19_16),-0.003166667,0,,
BB19_16,21,WYM25_03(BB19_16),0.1281,15,,
BB19_16,21,WYM25_03(BB19_16),0.139433333,21,,
BB19_16,21,WYM25_03(BB19_16),0.1418,27,,
BB19_16,21,WYM25_03(BB19_16),0.149666667,39,,
BB19_16,21,WYM25_03(BB19_16),0.142466667,45,,
BB19_16,21,WYM25_03(BB19_16),0.1401,51,,
BB19_16,21,WYM25_03(BB19_16),0.1635,63,,
BB19_16,21,WYM25_03(BB19_16),0.1891,69,,
BB19_16,21,WYM25_03(BB19_16),0.194066667,75,,
BB19_16,21,WYM25_03(BB19_16),0.218666667,87,,
BB19_16,21,WYM25_03(BB19_16),0.220266667,93,,
BB19_16,21,WYM25_03(BB19_16),0.2343,111,,
BB19_16,21,WYM25_03(BB19_16),0.2147,117,,
BB19_16,21,WYM25_03(BB19_16),0.201033333,123,,
BB19_16,25,WYM25_03(BB19_16),0.003333333,0,,
BB19_16,25,WYM25_03(BB19_16),0.105,14,,
BB19_16,25,WYM25_03(BB19_16),0.118333333,20,,
BB19_16,25,WYM25_03(BB19_16),0.142333333,26,,
BB19_16,25,WYM25_03(BB19_16),0.1075,38,,
BB19_16,25,WYM25_03(BB19_16),0.118333333,44,,
BB19_16,25,WYM25_03(BB19_16),0.111333333,50,,
BB19_16,25,WYM25_03(BB19_16),0.150333333,62,,
BB19_16,25,WYM25_03(BB19_16),0.162166667,68,,
BB19_16,25,WYM25_03(BB19_16),0.164,74,,
BB19_16,25,WYM25_03(BB19_16),0.189833333,86,,
BB19_16,25,WYM25_03(BB19_16),0.192166667,92,,
BB19_16,25,WYM25_03(BB19_16),0.2105,110,,
BB19_16,25,WYM25_03(BB19_16),0.214833333,116,,
BB19_16,25,WYM25_03(BB19_16),0.2235,122,,
BB19_16,12,BB13_09(BB19_16),0.000566667,0,,
BB19_16,12,BB13_09(BB19_16),0.044466667,17,,
BB19_16,12,BB13_09(BB19_16),0.0982,23,,
BB19_16,12,BB13_09(BB19_16),0.2004,29,,
BB19_16,12,BB13_09(BB19_16),0.199766667,41,,
BB19_16,12,BB13_09(BB19_16),0.1909,47,,
BB19_16,12,BB13_09(BB19_16),0.181766667,53,,
BB19_16,12,BB13_09(BB19_16),0.183833333,65,,
BB19_16,12,BB13_09(BB19_16),0.185233333,71,,
BB19_16,12,BB13_09(BB19_16),0.1901,77,,
BB19_16,12,BB13_09(BB19_16),0.189,89,,
BB19_16,12,BB13_09(BB19_16),0.189,95,,
BB19_16,12,BB13_09(BB19_16),0.2113,113,,
BB19_16,12,BB13_09(BB19_16),0.185933333,119,,
BB19_16,12,BB13_09(BB19_16),0.172166667,125,,
BB19_16,15,BB13_09(BB19_16),0.001,0,,
BB19_16,15,BB13_09(BB19_16),0.083833333,16,,
BB19_16,15,BB13_09(BB19_16),0.125666667,22,,
BB19_16,15,BB13_09(BB19_16),0.1595,28,,
BB19_16,15,BB13_09(BB19_16),0.219,40,,
BB19_16,15,BB13_09(BB19_16),0.2115,46,,
BB19_16,15,BB13_09(BB19_16),0.215666667,52,,
BB19_16,15,BB13_09(BB19_16),0.203166667,64,,
BB19_16,15,BB13_09(BB19_16),0.207333333,70,,
BB19_16,15,BB13_09(BB19_16),0.206166667,76,,
BB19_16,15,BB13_09(BB19_16),0.207333333,88,,
BB19_16,15,BB13_09(BB19_16),0.207666667,94,,
BB19_16,15,BB13_09(BB19_16),0.214,112,,
