spent-media,temp(SM),temp(G),species,OD,time point
S18,18,28(18),S18(S18),0.012,67
S18,18,28(18),S18(S18),0.0155,72
S18,18,28(18),S18(S18),0.023,77
S18,18,28(18),S18(S18),0.026,90
S18,18,28(18),S18(S18),0.041833333,96
S18,18,28(18),S18(S18),0.056833333,101
S18,18,28(18),S18(S18),0.0725,114
S18,28,12(28),S56(S18),0.008333333,0
S18,28,12(28),S56(S18),0.015333333,18
S18,28,12(28),S56(S18),0.018166667,24
S18,28,12(28),S56(S18),0.0225,30
S18,28,12(28),S56(S18),0.0315,42
S18,28,12(28),S56(S18),0.037666667,48
S18,28,12(28),S56(S18),0.0385,54
S18,28,12(28),S56(S18),0.0465,72
S18,28,12(28),S56(S18),0.0525,78
S18,28,12(28),S56(S18),0.079333333,90
S18,28,12(28),S56(S18),0.081333333,96
S18,28,12(28),S56(S18),0.102333333,102
S18,28,12(28),S56(S18),0.140166667,114
S18,28,12(28),S56(S18),0.148,120
S18,21,12(21),S56(S18),0.007166667,0
S18,21,12(21),S56(S18),0.009833333,13
S18,21,12(21),S56(S18),0.011,19
S18,21,12(21),S56(S18),0.012333333,25
S18,21,12(21),S56(S18),0.022666667,38
S18,21,12(21),S56(S18),0.028833333,43
S18,21,12(21),S56(S18),0.043,49
S18,21,12(21),S56(S18),0.075333333,62
S18,21,12(21),S56(S18),0.090666667,67
S18,21,12(21),S56(S18),0.105666667,73
S18,21,12(21),S56(S18),0.134666667,86
S18,21,12(21),S56(S18),0.144833333,92
S18,21,12(21),S56(S18),0.1495,98
S18,21,12(21),S56(S18),0.1695,110
S18,21,12(21),S56(S18),0.16,116
S18,25,15(25),S56(S18),0.014166667,0
S18,25,15(25),S56(S18),0.012166667,6
S18,25,15(25),S56(S18),0.024,24
S18,25,15(25),S56(S18),0.035,30
S18,25,15(25),S56(S18),0.054,43
S18,25,15(25),S56(S18),0.0595,48
S18,25,15(25),S56(S18),0.071166667,54
S18,25,15(25),S56(S18),0.092,67
S18,25,15(25),S56(S18),0.092166667,72
S18,25,15(25),S56(S18),0.0985,78
S18,25,15(25),S56(S18),0.122333333,91
S18,25,15(25),S56(S18),0.1275,96
S18,25,15(25),S56(S18),0.132666667,102
S18,25,15(25),S56(S18),0.133666667,114
S18,28,18(28),S56(S18),0.01575,0
S18,28,18(28),S56(S18),0.016,6
S18,28,18(28),S56(S18),0.0255,20
S18,28,18(28),S56(S18),0.039,24
S18,28,18(28),S56(S18),0.0535,30
S18,28,18(28),S56(S18),0.0785,44
S18,28,18(28),S56(S18),0.103,49
S18,28,18(28),S56(S18),0.151,55
S18,28,18(28),S56(S18),0.23275,68
S18,28,18(28),S56(S18),0.21075,74
S18,28,18(28),S56(S18),0.20775,79
S18,28,18(28),S56(S18),0.23575,91
S18,28,18(28),S56(S18),0.241,97
S18,28,18(28),S56(S18),0.2445,102
S18,28,18(28),S56(S18),0.22875,114
S18,12,21(12),S56(S18),0.001666667,0
S18,12,21(12),S56(S18),0.112666667,13
S18,12,21(12),S56(S18),0.216666667,18
S18,12,21(12),S56(S18),0.221333333,24
S18,12,21(12),S56(S18),0.187166667,37
S18,12,21(12),S56(S18),0.200833333,42
S18,12,21(12),S56(S18),0.247666667,48
S18,12,21(12),S56(S18),0.288,61
S18,12,21(12),S56(S18),0.200166667,66
S18,12,21(12),S56(S18),0.196,72
S18,12,21(12),S56(S18),0.201833333,85
S18,12,21(12),S56(S18),0.166,90
S18,12,21(12),S56(S18),0.196333333,96
S18,12,21(12),S56(S18),0.205833333,108
S18,12,21(12),S56(S18),0.1975,114
S18,15,25(15),S56(S18),0.0135,0
S18,15,25(15),S56(S18),0.0175,6
S18,15,25(15),S56(S18),0.0062,24
S18,15,25(15),S56(S18),0.0115,31
S18,15,25(15),S56(S18),0.0308,45
S18,15,25(15),S56(S18),0.0251,49
S18,15,25(15),S56(S18),0.0209,55
S18,15,25(15),S56(S18),0.02,68
S18,15,25(15),S56(S18),0.0263,73
S18,15,25(15),S56(S18),0.0339,79
S18,15,25(15),S56(S18),0.068,92
S18,15,25(15),S56(S18),0.0767,98
S18,15,25(15),S56(S18),0.088,104
S18,15,25(15),S56(S18),0.103333333,117
S18,12,28(12),S56(S18),0.012333333,0
S18,12,28(12),S56(S18),0.011333333,18
S18,12,28(12),S56(S18),0.0185,24
S18,12,28(12),S56(S18),0.019,30
S18,12,28(12),S56(S18),0.0105,42
S18,12,28(12),S56(S18),0.011166667,48
S18,12,28(12),S56(S18),0.009666667,54
S18,12,28(12),S56(S18),0.009833333,71
S18,12,28(12),S56(S18),0.009666667,77
S18,12,28(12),S56(S18),0.017333333,89
S18,12,28(12),S56(S18),0.010333333,95
S18,12,28(12),S56(S18),0.008833333,101
S18,12,28(12),S56(S18),0.009166667,114
S18,12,28(12),S56(S18),0.019,120
S18,18,28(18),S56(S18),0.016,0
S18,18,28(18),S56(S18),0.017583333,6
S18,18,28(18),S56(S18),0.029666667,18
S18,18,28(18),S56(S18),0.022666667,23
S18,18,28(18),S56(S18),0.021666667,29
S18,18,28(18),S56(S18),0.022666667,42
S18,18,28(18),S56(S18),0.036333333,47
S18,18,28(18),S56(S18),0.026333333,53
S18,18,28(18),S56(S18),0.056166667,67
S18,18,28(18),S56(S18),0.0685,72
S18,18,28(18),S56(S18),0.070833333,77
S18,18,28(18),S56(S18),0.049833333,90
S18,18,28(18),S56(S18),0.051205,96
S18,18,28(18),S56(S18),0.0605,101
S18,18,28(18),S56(S18),0.065833333,114
S18,28,12(28),BB19_16(S18),0.013166667,0
S18,28,12(28),BB19_16(S18),0.017166667,18
S18,28,12(28),BB19_16(S18),0.020833333,24
S18,28,12(28),BB19_16(S18),0.0375,30
S18,28,12(28),BB19_16(S18),0.104166667,42
S18,28,12(28),BB19_16(S18),0.116833333,48
S18,28,12(28),BB19_16(S18),0.166666667,54
S18,28,12(28),BB19_16(S18),0.241833333,72
S18,28,12(28),BB19_16(S18),0.2395,78
S18,28,12(28),BB19_16(S18),0.244166667,90
S18,28,12(28),BB19_16(S18),0.223833333,96
S18,28,12(28),BB19_16(S18),0.223833333,102
S18,28,12(28),BB19_16(S18),0.231833333,114
S18,28,12(28),BB19_16(S18),0.2215,120
S18,21,12(21),BB19_16(S18),0.0115,0
S18,21,12(21),BB19_16(S18),0.013166667,13
S18,21,12(21),BB19_16(S18),0.018,19
S18,21,12(21),BB19_16(S18),0.025166667,25
S18,21,12(21),BB19_16(S18),0.0885,38
S18,21,12(21),BB19_16(S18),0.066,43
S18,21,12(21),BB19_16(S18),0.1065,49
S18,21,12(21),BB19_16(S18),0.136166667,62
S18,21,12(21),BB19_16(S18),0.136333333,67
S18,21,12(21),BB19_16(S18),0.1355,73
S18,21,12(21),BB19_16(S18),0.163666667,86
S18,21,12(21),BB19_16(S18),0.168,92
S18,21,12(21),BB19_16(S18),0.1675,98
S18,21,12(21),BB19_16(S18),0.18,110
S18,21,12(21),BB19_16(S18),0.182833333,116
S18,25,15(25),BB19_16(S18),0.022,0
S18,25,15(25),BB19_16(S18),0.022333333,6
S18,25,15(25),BB19_16(S18),0.077666667,24
S18,25,15(25),BB19_16(S18),0.100333333,30
S18,25,15(25),BB19_16(S18),0.1575,43
S18,25,15(25),BB19_16(S18),0.169166667,48
S18,25,15(25),BB19_16(S18),0.194833333,54
S18,25,15(25),BB19_16(S18),0.218833333,67
S18,25,15(25),BB19_16(S18),0.208166667,72
S18,25,15(25),BB19_16(S18),0.208,78
S18,25,15(25),BB19_16(S18),0.211333333,91
S18,25,15(25),BB19_16(S18),0.202333333,96
S18,25,15(25),BB19_16(S18),0.201,102
S18,25,15(25),BB19_16(S18),0.191833333,114
S18,28,18(28),BB19_16(S18),0.014916667,0
S18,28,18(28),BB19_16(S18),0.020083333,6
S18,28,18(28),BB19_16(S18),0.094083333,20
S18,28,18(28),BB19_16(S18),0.141333333,24
S18,28,18(28),BB19_16(S18),0.207916667,30
S18,28,18(28),BB19_16(S18),0.258083333,44
S18,28,18(28),BB19_16(S18),0.241416667,49
S18,28,18(28),BB19_16(S18),0.234916667,55
S18,28,18(28),BB19_16(S18),0.24325,68
S18,28,18(28),BB19_16(S18),0.236,74
S18,28,18(28),BB19_16(S18),0.237,79
S18,28,18(28),BB19_16(S18),0.23575,91
S18,28,18(28),BB19_16(S18),0.236666667,97
S18,28,18(28),BB19_16(S18),0.234666667,102
S18,28,18(28),BB19_16(S18),0.2375,114
S18,12,21(12),BB19_16(S18),0.015833333,0
S18,12,21(12),BB19_16(S18),0.112166667,13
S18,12,21(12),BB19_16(S18),0.144833333,18
S18,12,21(12),BB19_16(S18),0.185166667,24
S18,12,21(12),BB19_16(S18),0.268833333,37
S18,12,21(12),BB19_16(S18),0.261166667,42
S18,12,21(12),BB19_16(S18),0.249333333,48
S18,12,21(12),BB19_16(S18),0.255,61
S18,12,21(12),BB19_16(S18),0.249,66
S18,12,21(12),BB19_16(S18),0.248166667,72
S18,12,21(12),BB19_16(S18),0.2455,85
S18,12,21(12),BB19_16(S18),0.228666667,90
S18,12,21(12),BB19_16(S18),0.235666667,96
S18,12,21(12),BB19_16(S18),0.228,108
S18,12,21(12),BB19_16(S18),0.216166667,114
S18,15,25(15),BB19_16(S18),0.019333333,0
S18,15,25(15),BB19_16(S18),0.020166667,6
S18,15,25(15),BB19_16(S18),0.007833333,24
S18,15,25(15),BB19_16(S18),0.011166667,31
S18,15,25(15),BB19_16(S18),0.028,45
S18,15,25(15),BB19_16(S18),0.036666667,49
S18,15,25(15),BB19_16(S18),0.034833333,55
S18,15,25(15),BB19_16(S18),0.056333333,68
S18,15,25(15),BB19_16(S18),0.044666667,73
S18,15,25(15),BB19_16(S18),0.058666667,79
S18,15,25(15),BB19_16(S18),0.079166667,92
S18,15,25(15),BB19_16(S18),0.0735,98
S18,15,25(15),BB19_16(S18),0.0745,104
S18,15,25(15),BB19_16(S18),0.05375,117
S18,12,28(12),BB19_16(S18),0.0105,0
S18,12,28(12),BB19_16(S18),0.011,18
S18,12,28(12),BB19_16(S18),0.0185,24
S18,12,28(12),BB19_16(S18),0.021166667,30
S18,12,28(12),BB19_16(S18),0.0135,42
S18,12,28(12),BB19_16(S18),0.011,48
S18,12,28(12),BB19_16(S18),0.009833333,54
S18,12,28(12),BB19_16(S18),0.0095,71
S18,12,28(12),BB19_16(S18),0.009166667,77
S18,12,28(12),BB19_16(S18),0.022333333,89
S18,12,28(12),BB19_16(S18),0.0085,95
S18,12,28(12),BB19_16(S18),0.006833333,101
S18,12,28(12),BB19_16(S18),0.009333333,114
S18,12,28(12),BB19_16(S18),0.0205,120
S18,18,28(18),BB19_16(S18),0.007166667,0
S18,18,28(18),BB19_16(S18),0.006333333,6
S18,18,28(18),BB19_16(S18),0.009666667,18
S18,18,28(18),BB19_16(S18),0.010333333,23
S18,18,28(18),BB19_16(S18),0.012833333,29
S18,18,28(18),BB19_16(S18),0.008833333,42
S18,18,28(18),BB19_16(S18),0.017,47
S18,18,28(18),BB19_16(S18),0.009933333,53
S18,18,28(18),BB19_16(S18),0.047966667,67
S18,18,28(18),BB19_16(S18),0.0564,72
S18,18,28(18),BB19_16(S18),0.068333333,77
S18,18,28(18),BB19_16(S18),0.085333333,90
S18,18,28(18),BB19_16(S18),0.0777,96
S18,18,28(18),BB19_16(S18),0.0795,101
S18,18,28(18),BB19_16(S18),0.087033333,114
S18,28,12(28),WYC41_02(S18),0.003833333,0
S18,28,12(28),WYC41_02(S18),0.006333333,18
S18,28,12(28),WYC41_02(S18),0.0125,24
S18,28,12(28),WYC41_02(S18),0.069333333,30
S18,28,12(28),WYC41_02(S18),0.178666667,42
S18,28,12(28),WYC41_02(S18),0.171666667,48
S18,28,12(28),WYC41_02(S18),0.165666667,54
S18,28,12(28),WYC41_02(S18),0.1585,72
S18,28,12(28),WYC41_02(S18),0.155833333,78
S18,28,12(28),WYC41_02(S18),0.174666667,90
S18,28,12(28),WYC41_02(S18),0.164,96
S18,28,12(28),WYC41_02(S18),0.168666667,102
S18,28,12(28),WYC41_02(S18),0.1935,114
S18,28,12(28),WYC41_02(S18),0.1845,120
S18,21,12(21),WYC41_02(S18),0.010833333,0
S18,21,12(21),WYC41_02(S18),0.009833333,13
S18,21,12(21),WYC41_02(S18),0.011166667,19
S18,21,12(21),WYC41_02(S18),0.010666667,25
S18,21,12(21),WYC41_02(S18),0.010666667,38
S18,21,12(21),WYC41_02(S18),0.0115,43
S18,21,12(21),WYC41_02(S18),0.0115,49
S18,21,12(21),WYC41_02(S18),0.017166667,62
S18,21,12(21),WYC41_02(S18),0.049166667,67
S18,21,12(21),WYC41_02(S18),0.0245,73
S18,21,12(21),WYC41_02(S18),0.028166667,86
S18,21,12(21),WYC41_02(S18),0.016833333,92
S18,21,12(21),WYC41_02(S18),0.016666667,98
S18,21,12(21),WYC41_02(S18),0.010833333,110
S18,21,12(21),WYC41_02(S18),0.009333333,116
S18,25,15(25),WYC41_02(S18),0.012666667,0
S18,25,15(25),WYC41_02(S18),0.009833333,6
S18,25,15(25),WYC41_02(S18),0.1005,24
S18,25,15(25),WYC41_02(S18),0.133333333,30
S18,25,15(25),WYC41_02(S18),0.164333333,43
S18,25,15(25),WYC41_02(S18),0.171833333,48
S18,25,15(25),WYC41_02(S18),0.176,54
S18,25,15(25),WYC41_02(S18),0.163833333,67
S18,25,15(25),WYC41_02(S18),0.164166667,72
S18,25,15(25),WYC41_02(S18),0.157833333,78
S18,25,15(25),WYC41_02(S18),0.157666667,91
S18,25,15(25),WYC41_02(S18),0.1585,96
S18,25,15(25),WYC41_02(S18),0.158333333,102
S18,25,15(25),WYC41_02(S18),0.163833333,114
S18,28,18(28),WYC41_02(S18),0.004583333,0
S18,28,18(28),WYC41_02(S18),0.00525,6
S18,28,18(28),WYC41_02(S18),0.131083333,20
S18,28,18(28),WYC41_02(S18),0.178833333,24
S18,28,18(28),WYC41_02(S18),0.16925,30
S18,28,18(28),WYC41_02(S18),0.159916667,44
S18,28,18(28),WYC41_02(S18),0.164416667,49
S18,28,18(28),WYC41_02(S18),0.175416667,55
S18,28,18(28),WYC41_02(S18),0.20325,68
S18,28,18(28),WYC41_02(S18),0.1975,74
S18,28,18(28),WYC41_02(S18),0.195166667,79
S18,28,18(28),WYC41_02(S18),0.204916667,91
S18,28,18(28),WYC41_02(S18),0.188,97
S18,28,18(28),WYC41_02(S18),0.197333333,102
S18,28,18(28),WYC41_02(S18),0.200666667,114
S18,12,21(12),WYC41_02(S18),0.0195,0
S18,12,21(12),WYC41_02(S18),0.172333333,13
S18,12,21(12),WYC41_02(S18),0.2115,18
S18,12,21(12),WYC41_02(S18),0.1915,24
S18,12,21(12),WYC41_02(S18),0.194333333,37
S18,12,21(12),WYC41_02(S18),0.213833333,42
S18,12,21(12),WYC41_02(S18),0.208666667,48
S18,12,21(12),WYC41_02(S18),0.257666667,61
S18,12,21(12),WYC41_02(S18),0.1895,66
S18,12,21(12),WYC41_02(S18),0.188,72
S18,12,21(12),WYC41_02(S18),0.190333333,85
S18,12,21(12),WYC41_02(S18),0.159833333,90
S18,12,21(12),WYC41_02(S18),0.1845,96
S18,12,21(12),WYC41_02(S18),0.190166667,108
S18,12,21(12),WYC41_02(S18),0.183333333,114
S18,15,25(15),WYC41_02(S18),0.015,0
S18,15,25(15),WYC41_02(S18),0.01725,6
S18,15,25(15),WYC41_02(S18),0.00675,24
S18,15,25(15),WYC41_02(S18),0.009,31
S18,15,25(15),WYC41_02(S18),0.032,45
S18,15,25(15),WYC41_02(S18),0.033,49
S18,15,25(15),WYC41_02(S18),0.01025,55
S18,15,25(15),WYC41_02(S18),0.02025,68
S18,15,25(15),WYC41_02(S18),0.0095,73
S18,15,25(15),WYC41_02(S18),0.0075,79
S18,15,25(15),WYC41_02(S18),0.01425,92
S18,15,25(15),WYC41_02(S18),0.0105,98
S18,15,25(15),WYC41_02(S18),0.007,104
S18,15,25(15),WYC41_02(S18),0.019,117
S18,12,28(12),WYC41_02(S18),0.0105,0
S18,12,28(12),WYC41_02(S18),0.010166667,18
S18,12,28(12),WYC41_02(S18),0.014833333,24
S18,12,28(12),WYC41_02(S18),0.018166667,30
S18,12,28(12),WYC41_02(S18),0.0125,42
S18,12,28(12),WYC41_02(S18),0.009,48
S18,12,28(12),WYC41_02(S18),0.007833333,54
S18,12,28(12),WYC41_02(S18),0.008333333,71
S18,12,28(12),WYC41_02(S18),0.008,77
S18,12,28(12),WYC41_02(S18),0.02,89
S18,12,28(12),WYC41_02(S18),0.007833333,95
S18,12,28(12),WYC41_02(S18),0.006166667,101
S18,12,28(12),WYC41_02(S18),0.009333333,114
S18,12,28(12),WYC41_02(S18),0.016666667,120
S18,18,28(18),WYC41_02(S18),0.0098,0
S18,18,28(18),WYC41_02(S18),0.008633333,6
S18,18,28(18),WYC41_02(S18),0.011966667,18
S18,18,28(18),WYC41_02(S18),0.012166667,23
S18,18,28(18),WYC41_02(S18),0.0162,29
S18,18,28(18),WYC41_02(S18),0.009133333,42
S18,18,28(18),WYC41_02(S18),0.016933333,47
S18,18,28(18),WYC41_02(S18),0.008133333,53
S18,18,28(18),WYC41_02(S18),0.006966667,67
S18,18,28(18),WYC41_02(S18),0.0112,72
S18,18,28(18),WYC41_02(S18),0.017733333,77
S18,18,28(18),WYC41_02(S18),0.015933333,90
S18,18,28(18),WYC41_02(S18),0.0109,96
S18,18,28(18),WYC41_02(S18),0.0103,101
S18,18,28(18),WYC41_02(S18),0.019633333,114
S18,28,12(28),WYM25_02(S18),0.0065,0
S18,28,12(28),WYM25_02(S18),0.01,18
S18,28,12(28),WYM25_02(S18),0.01,24
S18,28,12(28),WYM25_02(S18),0.011833333,30
S18,28,12(28),WYM25_02(S18),0.0285,42
S18,28,12(28),WYM25_02(S18),0.042333333,48
S18,28,12(28),WYM25_02(S18),0.060666667,54
S18,28,12(28),WYM25_02(S18),0.122333333,72
S18,28,12(28),WYM25_02(S18),0.150666667,78
S18,28,12(28),WYM25_02(S18),0.161666667,90
S18,28,12(28),WYM25_02(S18),0.151833333,96
S18,28,12(28),WYM25_02(S18),0.152666667,102
S18,28,12(28),WYM25_02(S18),0.160833333,114
S18,28,12(28),WYM25_02(S18),0.162833333,120
S18,21,12(21),WYM25_02(S18),0.0015,0
S18,21,12(21),WYM25_02(S18),0.0025,13
S18,21,12(21),WYM25_02(S18),0.003666667,19
S18,21,12(21),WYM25_02(S18),0.002833333,25
S18,21,12(21),WYM25_02(S18),0.004166667,38
S18,21,12(21),WYM25_02(S18),0.004333333,43
S18,21,12(21),WYM25_02(S18),0.007,49
S18,21,12(21),WYM25_02(S18),0.0135,62
S18,21,12(21),WYM25_02(S18),0.019166667,67
S18,21,12(21),WYM25_02(S18),0.0295,73
S18,21,12(21),WYM25_02(S18),0.069833333,86
S18,21,12(21),WYM25_02(S18),0.095166667,92
S18,21,12(21),WYM25_02(S18),0.108,98
S18,21,12(21),WYM25_02(S18),0.134333333,110
S18,21,12(21),WYM25_02(S18),0.146166667,116
S18,25,15(25),WYM25_02(S18),0.011,0
S18,25,15(25),WYM25_02(S18),0.009333333,6
S18,25,15(25),WYM25_02(S18),0.01,24
S18,25,15(25),WYM25_02(S18),0.012666667,30
S18,25,15(25),WYM25_02(S18),0.0455,43
S18,25,15(25),WYM25_02(S18),0.071666667,48
S18,25,15(25),WYM25_02(S18),0.098333333,54
S18,25,15(25),WYM25_02(S18),0.1305,67
S18,25,15(25),WYM25_02(S18),0.130666667,72
S18,25,15(25),WYM25_02(S18),0.1285,78
S18,25,15(25),WYM25_02(S18),0.122333333,91
S18,25,15(25),WYM25_02(S18),0.122333333,96
S18,25,15(25),WYM25_02(S18),0.121833333,102
S18,25,15(25),WYM25_02(S18),0.120333333,114
S18,28,18(28),WYM25_02(S18),0.010083333,0
S18,28,18(28),WYM25_02(S18),0.012583333,6
S18,28,18(28),WYM25_02(S18),0.037583333,20
S18,28,18(28),WYM25_02(S18),0.061833333,24
S18,28,18(28),WYM25_02(S18),0.10125,30
S18,28,18(28),WYM25_02(S18),0.184083333,44
S18,28,18(28),WYM25_02(S18),0.190583333,49
S18,28,18(28),WYM25_02(S18),0.19675,55
S18,28,18(28),WYM25_02(S18),0.220916667,68
S18,28,18(28),WYM25_02(S18),0.223,74
S18,28,18(28),WYM25_02(S18),0.224333333,79
S18,28,18(28),WYM25_02(S18),0.22275,91
S18,28,18(28),WYM25_02(S18),0.217833333,97
S18,28,18(28),WYM25_02(S18),0.225166667,102
S18,28,18(28),WYM25_02(S18),0.224166667,114
S18,12,21(12),WYM25_02(S18),0.009233333,0
S18,12,21(12),WYM25_02(S18),0.075666667,13
S18,12,21(12),WYM25_02(S18),0.110133333,18
S18,12,21(12),WYM25_02(S18),0.252966667,24
S18,12,21(12),WYM25_02(S18),0.3258,37
S18,12,21(12),WYM25_02(S18),0.3836,42
S18,12,21(12),WYM25_02(S18),0.338066667,48
S18,12,21(12),WYM25_02(S18),0.337833333,61
S18,12,21(12),WYM25_02(S18),0.223066667,66
S18,12,21(12),WYM25_02(S18),0.221666667,72
S18,12,21(12),WYM25_02(S18),0.228266667,85
S18,12,21(12),WYM25_02(S18),0.190533333,90
S18,12,21(12),WYM25_02(S18),0.227933333,96
S18,12,21(12),WYM25_02(S18),0.229766667,108
S18,12,21(12),WYM25_02(S18),0.2243,114
S18,15,25(15),WYM25_02(S18),0.00625,0
S18,15,25(15),WYM25_02(S18),0.01,6
S18,15,25(15),WYM25_02(S18),0.0005,24
S18,15,25(15),WYM25_02(S18),0.0015,31
S18,15,25(15),WYM25_02(S18),0.02475,45
S18,15,25(15),WYM25_02(S18),0.0295,49
S18,15,25(15),WYM25_02(S18),0.011,55
S18,15,25(15),WYM25_02(S18),0.04975,68
S18,15,25(15),WYM25_02(S18),0.060166667,73
S18,15,25(15),WYM25_02(S18),0.1395,79
S18,15,25(15),WYM25_02(S18),0.148333333,92
S18,15,25(15),WYM25_02(S18),0.160833333,98
S18,15,25(15),WYM25_02(S18),0.14,104
S18,15,25(15),WYM25_02(S18),0.141333333,117
S18,12,28(12),WYM25_02(S18),0.012166667,0
S18,12,28(12),WYM25_02(S18),0.0095,18
S18,12,28(12),WYM25_02(S18),0.012666667,24
S18,12,28(12),WYM25_02(S18),0.014833333,30
S18,12,28(12),WYM25_02(S18),0.011166667,42
S18,12,28(12),WYM25_02(S18),0.006333333,48
S18,12,28(12),WYM25_02(S18),0.005,54
S18,12,28(12),WYM25_02(S18),0.006,71
S18,12,28(12),WYM25_02(S18),0.005,77
S18,12,28(12),WYM25_02(S18),0.018333333,89
S18,12,28(12),WYM25_02(S18),0.0045,95
S18,12,28(12),WYM25_02(S18),0.003,101
S18,12,28(12),WYM25_02(S18),0.006166667,114
S18,12,28(12),WYM25_02(S18),0.015333333,120
S18,18,28(18),WYM25_02(S18),0.006666667,0
S18,18,28(18),WYM25_02(S18),0.006,6
S18,18,28(18),WYM25_02(S18),0.011333333,18
S18,18,28(18),WYM25_02(S18),0.011666667,23
S18,18,28(18),WYM25_02(S18),0.0145,29
S18,18,28(18),WYM25_02(S18),0.012333333,42
S18,18,28(18),WYM25_02(S18),0.025666667,47
S18,18,28(18),WYM25_02(S18),0.024133333,53
S18,18,28(18),WYM25_02(S18),0.0945,67
S18,18,28(18),WYM25_02(S18),0.121333333,72
S18,18,28(18),WYM25_02(S18),0.134666667,77
S18,18,28(18),WYM25_02(S18),0.141,90
S18,18,28(18),WYM25_02(S18),0.1365,96
S18,18,28(18),WYM25_02(S18),0.1295,101
S18,18,28(18),WYM25_02(S18),0.1315,114
S18,28,12(28),WYM25_03(S18),0.008166667,0
S18,28,12(28),WYM25_03(S18),0.008166667,18
S18,28,12(28),WYM25_03(S18),0.008,24
S18,28,12(28),WYM25_03(S18),0.0075,30
S18,28,12(28),WYM25_03(S18),0.0065,42
S18,28,12(28),WYM25_03(S18),0.007333333,48
S18,28,12(28),WYM25_03(S18),0.006166667,54
S18,28,12(28),WYM25_03(S18),0.007333333,72
S18,28,12(28),WYM25_03(S18),0.008333333,78
S18,28,12(28),WYM25_03(S18),0.026333333,90
S18,28,12(28),WYM25_03(S18),0.038666667,96
S18,28,12(28),WYM25_03(S18),0.064833333,102
S18,28,12(28),WYM25_03(S18),0.123,114
S18,28,12(28),WYM25_03(S18),0.129666667,120
S18,21,12(21),WYM25_03(S18),0.003,0
S18,21,12(21),WYM25_03(S18),0.003333333,13
S18,21,12(21),WYM25_03(S18),0.004166667,19
S18,21,12(21),WYM25_03(S18),0.003666667,25
S18,21,12(21),WYM25_03(S18),0.003666667,38
S18,21,12(21),WYM25_03(S18),0.0055,43
S18,21,12(21),WYM25_03(S18),0.006,49
S18,21,12(21),WYM25_03(S18),0.0175,62
S18,21,12(21),WYM25_03(S18),0.029666667,67
S18,21,12(21),WYM25_03(S18),0.0435,73
S18,21,12(21),WYM25_03(S18),0.072833333,86
S18,21,12(21),WYM25_03(S18),0.080333333,92
S18,21,12(21),WYM25_03(S18),0.0865,98
S18,21,12(21),WYM25_03(S18),0.104833333,110
S18,21,12(21),WYM25_03(S18),0.112666667,116
S18,25,15(25),WYM25_03(S18),0.010666667,0
S18,25,15(25),WYM25_03(S18),0.009666667,6
S18,25,15(25),WYM25_03(S18),0.04,24
S18,25,15(25),WYM25_03(S18),0.101166667,30
S18,25,15(25),WYM25_03(S18),0.146833333,43
S18,25,15(25),WYM25_03(S18),0.151,48
S18,25,15(25),WYM25_03(S18),0.158666667,54
S18,25,15(25),WYM25_03(S18),0.180833333,67
S18,25,15(25),WYM25_03(S18),0.185166667,72
S18,25,15(25),WYM25_03(S18),0.193,78
S18,25,15(25),WYM25_03(S18),0.197833333,91
S18,25,15(25),WYM25_03(S18),0.197,96
S18,25,15(25),WYM25_03(S18),0.196833333,102
S18,25,15(25),WYM25_03(S18),0.194,114
S18,28,18(28),WYM25_03(S18),0.005583333,0
S18,28,18(28),WYM25_03(S18),0.005416667,6
S18,28,18(28),WYM25_03(S18),0.00525,20
S18,28,18(28),WYM25_03(S18),0.006,24
S18,28,18(28),WYM25_03(S18),0.00725,30
S18,28,18(28),WYM25_03(S18),0.026083333,44
S18,28,18(28),WYM25_03(S18),0.056916667,49
S18,28,18(28),WYM25_03(S18),0.100083333,55
S18,28,18(28),WYM25_03(S18),0.16025,68
S18,28,18(28),WYM25_03(S18),0.168833333,74
S18,28,18(28),WYM25_03(S18),0.168166667,79
S18,28,18(28),WYM25_03(S18),0.187416667,91
S18,28,18(28),WYM25_03(S18),0.181666667,97
S18,28,18(28),WYM25_03(S18),0.195,102
S18,28,18(28),WYM25_03(S18),0.1865,114
S18,12,21(12),WYM25_03(S18),0.001083333,0
S18,12,21(12),WYM25_03(S18),0.126916667,13
S18,12,21(12),WYM25_03(S18),0.178833333,18
S18,12,21(12),WYM25_03(S18),0.231916667,24
S18,12,21(12),WYM25_03(S18),0.28025,37
S18,12,21(12),WYM25_03(S18),0.26575,42
S18,12,21(12),WYM25_03(S18),0.211916667,48
S18,12,21(12),WYM25_03(S18),0.244833333,61
S18,12,21(12),WYM25_03(S18),0.205416667,66
S18,12,21(12),WYM25_03(S18),0.196666667,72
S18,12,21(12),WYM25_03(S18),0.202666667,85
S18,12,21(12),WYM25_03(S18),0.171583333,90
S18,12,21(12),WYM25_03(S18),0.181083333,96
S18,12,21(12),WYM25_03(S18),0.171666667,108
S18,12,21(12),WYM25_03(S18),0.15675,114
S18,15,25(15),WYM25_03(S18),0.01525,0
S18,15,25(15),WYM25_03(S18),0.018,6
S18,15,25(15),WYM25_03(S18),0.006,24
S18,15,25(15),WYM25_03(S18),0.00575,31
S18,15,25(15),WYM25_03(S18),0.02825,45
S18,15,25(15),WYM25_03(S18),0.0325,49
S18,15,25(15),WYM25_03(S18),0.007,55
